x0,x1
-0.876331682,0.647353241
1.738271183,-0.022646072
0.049552988,-0.064276881
1.324157598,-0.47954645
0.240823724,-0.250780522
0.120533053,-0.036544278
0.088416764,0.121064529
0.644925855,-0.434221006
-0.252032771,1.046854161
-0.955441833,0.007457906
-0.262273503,1.087130131
-0.359944347,1.06163983
1.116229341,-0.558253689
0.415451535,0.933151748
0.1646689,0.858697635
-0.266744212,0.301340884
-0.755188974,0.61650824
0.98519335,0.200488179
0.022810488,1.065483435
1.866067752,0.130489071
-0.411440884,0.723754037
0.115849928,0.904935912
-0.56408946,0.764303171
1.370361708,-0.610758914
-0.061423156,0.533923038
-0.003228873,0.146423467
0.28435656,-0.205568851
-0.082529698,1.036729208
0.04676617,0.08635729
1.685302448,0.016337641
1.322069145,-0.49534641
0.234690399,0.131351232
1.134790654,-0.458342806
1.944453254,0.282216251
0.759016749,-0.553717239
1.014244546,0.550288901
0.136653474,0.138420494
-0.601484924,0.846205958
0.16868708,0.127121408
0.905903503,-0.522169327
-0.722448243,0.722491092
-0.614071979,0.997216839
1.379126683,-0.281446867
-1.008638269,0.339191935
2.010185074,0.223857288
1.94235361,0.298071767
-0.967701005,0.40509411
1.498672151,-0.367114296
0.217474584,-0.129282722
0.943464702,-0.020780521
0.393930214,0.775538525
0.097238789,0.129921835
0.702537086,-0.347963674
1.873740077,-0.183503639
0.068299885,0.557102654
0.809709726,-0.332810889
0.159079941,-0.363393153
0.460303983,0.96493724
1.710283923,-0.162940081
0.411466211,0.906868563
0.653048227,0.722580066
-0.955710358,0.424261577
0.585801725,0.83493919
-0.881098258,0.624447722
0.720841233,-0.553498645
-1.049432139,0.306511053
1.887871092,0.357500125
1.809307655,-0.065857295
0.044726234,0.905286376
0.965073826,0.774238502
1.42914594,-0.474431291
1.474426511,-0.326307464
1.832169591,0.059398028
0.200120187,0.897608985
0.767740045,-0.522370738
1.890336567,-0.165400276
1.785215655,-0.125144384
0.920907624,0.339542175
-0.609995628,0.709906137
0.771761733,0.71830002
2.212212156,0.269790942
0.330666258,0.872016714
1.049090284,0.310384287
0.418183812,0.997711427
0.750258775,-0.557647841
0.750216153,-0.323944093
0.795607217,0.008717701
0.259370903,0.8647676
-0.683934185,0.69259545
0.83562444,-0.611047769
0.169386869,-0.082716789
-0.381105514,0.919567088
1.326881861,-0.461912882
0.476815265,0.924397417
0.615610013,-0.375451119
0.279671692,-0.119157135
1.364127799,-0.361540398
0.6620062,0.535078636
0.430879025,1.048959301
0.599936682,0.843873372
0.925215382,0.486907442
-0.396087098,0.925889739
1.983031348,0.31415194
-0.935891555,0.236543204
-0.878130482,0.232493877
1.095531536,0.364161145
0.954413803,-0.06713844
-0.974432562,0.487559791
-0.652409667,0.775900401
0.087828789,0.984113032
-0.500389121,0.827544899
-0.707127828,0.788258673
2.141406288,0.266680392
2.003383771,-0.09568127
0.473879137,1.03118041
-0.005234644,0.185788944
-0.782742756,0.508161804
1.32229909,-0.640665368
-0.471471373,0.867837366
-0.069651677,0.553434096
1.820397043,0.081642025
-0.243292892,0.910122548
1.154993511,-0.499884493
0.053061384,0.128580252
0.122371322,0.920062554
2.104163275,0.267814473
1.517282061,-0.186710298
-0.628087139,0.588247042
1.563746358,-0.4353342
0.334637903,-0.238190026
0.272034205,1.191751468
0.307086709,1.036172832
0.710240878,-0.588849426
-0.09505629,1.099030502
1.971705389,0.269237751
1.028461844,0.061719363
1.402041332,-0.54108806
1.814418159,-0.041268221
0.300159413,0.744545129
0.079784017,0.924187514
0.163748332,-0.124288742
1.013384282,-0.494193526
0.412653062,-0.287305817
-0.749082632,0.678447212
1.886221636,-0.1388889
0.659398795,0.589654323
0.295796444,-0.144640143
0.29401516,0.026902992
-0.383840352,0.804764284
0.135419843,0.168077664
-0.048515483,0.480215914
-0.331859598,0.885864733
-0.085207126,0.287513801
0.286648649,-0.157844315
1.801404474,-0.112323068
-0.975898176,0.350140093
0.466927428,-0.319537761
-0.68244172,0.5789423
-0.319646482,0.82253164
1.724245962,-0.107871743
0.610397575,-0.484413732
0.878103576,-0.521993673
1.514921279,-0.480102264
1.391573496,-0.517579463
1.329078037,-0.577373973
1.868374367,0.196303169
1.070257345,0.048892475
1.615910892,-0.163931327
1.226639105,-0.336583195
-0.379354472,0.656823361
-0.175204763,1.192048494
-0.296183092,0.900247137
1.044741712,-0.05520019
0.767471573,0.964682945
-0.144286899,0.802560738
0.820922401,-0.309288772
0.993381261,0.420594999
-0.283101999,0.816717498
0.822282434,-0.490331543
-0.892908619,0.491477427
-0.442583932,0.849720592
-0.80771371,0.697564663
0.237767632,-0.145193683
0.978763353,0.112469053
1.310703306,-0.309854846
-0.941738713,0.568741089
2.067907595,0.281439148
-0.862763848,0.015967945
0.251943236,0.864959829
0.943851956,0.201531515
-0.824274874,0.445024878
-0.375668919,0.958215814
0.132024044,1.022215913
0.91426957,0.459797092
1.680706071,-0.091543348
0.685005878,0.631431419
1.991273001,0.188369944
0.896646376,0.244775748
2.050767354,0.038526974
0.495001958,1.128659635
-0.371914317,1.058525711
1.795732794,0.144861052
1.695870476,-0.147499459
-0.741937237,0.207577458
1.596669745,-0.241233461
0.55718372,-0.436243297
0.080415343,0.184211299
1.906233029,0.451307195
1.117212524,-0.588225213
1.113465875,-0.502148156
0.037336002,0.325702527
1.573167951,-0.251575419
1.142218948,-0.293667416
0.772604206,-0.431933586
1.062669587,-0.372644931
0.712304293,0.753410525
-0.08678567,0.865425963
0.030275185,1.080216685
-0.010378923,0.126626661
0.081842716,1.083526391
0.532783297,-0.43924969
1.653225916,-0.045303718
-0.56365632,0.710169449
-0.671156347,0.475188596
0.153792936,-0.174577141
2.02509957,-0.022464846
0.057757955,0.14473554
0.250239011,1.095437322
0.16119451,-0.016654709
0.759218967,0.380818008
0.071634622,0.997335728
0.108745383,0.080805471
0.443397318,1.108305884
1.03679483,0.406502625
-0.041591952,0.495625409
1.572317533,-0.447735084
0.854257989,0.693531017
0.054874423,0.098044398
-0.196046742,0.930275813
1.799543761,-0.131579707
0.489537632,-0.369063448
0.155108807,0.337901472
1.485977782,-0.465952537
-0.836078576,0.296649648
0.829208181,-0.420163652
-0.352308549,0.873532203
1.21017127,-0.526239362
0.505738919,-0.20295253
1.206385029,-0.330164569
0.470973904,0.885512376
-0.510754798,0.768549366
0.905551855,-0.052474852
0.531643981,-0.314772824
-0.703039292,0.386477214
1.142889077,-0.451998188
0.601445779,0.821753869
1.572273925,-0.459443182
1.994796894,0.238099177
2.015081602,-0.046585748
-0.473156697,0.814395547
2.016314356,0.29265079
-0.641495981,0.86554241
0.861437129,0.552140151
0.359850552,-0.348565023
0.174141053,1.149355634
0.469350911,-0.402122895
-1.049710087,0.330695918
-0.327167686,0.922698021
-0.459186453,0.692594535
0.455270406,-0.440281325
-0.469720412,0.978208118
0.016949259,0.997010453
0.393320612,1.025605959
1.890730448,-0.06846081
0.42456351,1.030066483
1.126821624,0.315360769
-0.073051348,0.857087407
1.372303825,-0.334174419
-0.025458197,0.184719099
0.281822141,0.965834882
0.504835414,0.700253075
0.206946272,0.027375994
1.683706495,-0.219549768
0.281147511,0.941772365
0.327337545,0.798808905
0.546725989,-0.273298802
0.83692962,0.226086711
1.950532409,-0.017033605
-0.049597232,0.310677983
0.107043029,0.985468368
-0.950824836,0.202144491
1.203035095,-0.506723679
1.037354488,-0.089602148
0.465102962,-0.437706354
2.027975419,0.441825871
1.676888489,-0.259161763
0.391038987,1.007617517
-0.068655268,1.004176159
1.057239357,-0.423230245
1.416468407,-0.30761386
-0.57590506,0.666946563
-0.907133934,0.452481253
0.550140321,1.005647844
0.357802715,-0.269181328
1.707733373,0.163616523
-0.672421179,0.579895409
1.381174181,-0.444544001
-0.451872476,0.754312011
0.732489294,0.270523857
0.325439015,0.934188152
-0.045966857,0.121780714
-0.980846267,0.455388108
0.443781998,-0.386936047
1.297686278,-0.343579941
0.621789742,-0.094861196
1.480165568,-0.387846112
1.753950159,0.065238131
-0.406694468,0.831902727
1.597123697,-0.250620659
1.010845922,0.020165531
0.237207211,-0.04012283
0.289081325,-0.003231146
0.053500643,0.476051999
0.040138317,1.035770879
-0.374919314,0.768979947
0.439716523,-0.282665531
1.321095468,-0.325366191
-1.080897335,0.09529606
-1.002712901,0.371425489
0.840254003,-0.517189802
-0.988542424,0.171872015
-0.833238208,0.860161943
0.452543432,-0.256977885
0.96459603,0.177432949
0.079956114,0.197433111
-0.9462836,0.401322002
1.327976931,-0.495346246
0.330790606,-0.192053485
0.059058158,1.082081295
0.503422762,-0.621738522
0.17240162,-0.223857546
-0.859341837,0.526763198
0.766284247,0.437498314
1.812308101,-0.23702957
-0.5586758,0.863295978
0.382395731,1.091692765
0.298890868,-0.189489493
0.431179047,-0.261042368
0.009441671,0.266633693
1.880216619,-0.247459323
-0.920279308,-0.160275996
0.124260729,-0.109661207
0.455119119,-0.277843475
1.756943418,-0.014687942
-0.234899151,0.788630206
-1.041776529,0.156843279
1.011855779,-0.416705864
1.051025157,-0.444169388
0.278590936,-0.080459827
0.813146674,-0.63368398
0.725222907,0.939377145
0.551326206,0.795547044
-1.036484809,0.039808621
0.295496538,0.98512893
0.744045588,-0.615581802
1.563196386,-0.334052217
1.342263167,-0.528164836
0.002587225,0.540169247
-0.702564083,0.408791362
0.875281455,-0.270498968
1.732842805,-0.195792409
2.001212008,0.05250598
-0.45638633,0.719249628
0.395144456,-0.207652867
-0.799946062,0.486164167
-0.234608515,0.708724712
-0.894107563,0.525110024
1.035543717,-0.069057995
0.088974082,1.252744778
0.926581668,0.03706869
1.807158031,0.015707164
0.733897493,0.942523234
0.637626889,0.628084706
-0.159311647,0.330773685
1.167324264,-0.505653471
0.41174125,-0.234806817
1.064059274,-0.025017955
0.33490305,-0.149840828
1.900897117,0.110757197
-0.037073537,1.075132815
-0.594382476,0.758309629
1.695528367,-0.305606281
1.820506634,-0.1959883
0.293995075,-0.077710311
0.878908196,0.45648855
0.24391074,-0.322596397
0.039020493,0.318761648
1.264786098,-0.396831516
-0.400698398,0.958933912
0.27171612,0.817146561
-0.48992604,0.828903839
-0.939137019,0.0381237
-0.01953159,-0.00057083
1.122624528,0.380384494
-0.50407589,0.787440693
1.249340454,-0.45230789
1.318897248,-0.262549486
-0.980874577,0.548407091
0.999688175,-0.07809435
1.543724599,-0.297054237
-0.132562332,0.935382143
1.740155333,-0.20720628
-0.036459672,0.09759294
2.036281268,0.397976173
0.231059157,0.893079648
1.067970678,-0.324853817
0.412677857,-0.346098879
-0.730837046,0.434725839
0.397822004,1.050948402
-0.879542082,0.435606485
-0.678392981,0.281834969
1.980850765,0.178805493
-0.837486529,0.375215918
1.011638625,-0.553833414
0.981244198,0.321640658
0.094126669,0.57106047
0.270078711,0.798750957
-0.366537425,0.877772231
1.607746093,-0.316289592
0.688296635,0.640397195
-0.102573944,0.523473116
0.6757174,-0.445641407
0.959563388,0.078260672
0.123788654,0.121197351
0.328963772,0.731439514
1.111075947,0.175312007
0.689508321,-0.330800168
0.430171392,0.946693707
-0.703938678,0.621372674
0.043936821,0.149839902
0.821895598,-0.139332014
0.156757973,0.154054395
-0.182786867,0.936248081
0.453630756,1.143868407
1.253703845,-0.412683825
0.778909296,-0.466260431
0.867366091,0.342728962
1.969814117,0.303039217
0.258699908,-0.296076045
-0.444048998,0.969793502
0.177221243,0.20707788
0.320050481,0.022497465
0.408406092,-0.222769641
-0.821831067,0.604092069
-1.069497143,0.062799167
1.54899366,-0.437966828
0.143846877,0.789193505
0.523764153,0.968634032
0.464926368,0.881951961
1.093271454,-0.485214273
0.321686345,-0.531253497
1.977535721,0.197602222
0.52707298,-0.39838229
-0.77485305,0.432473049
0.038511959,0.880751229
-0.065208516,0.049096415
1.888366986,-0.23428108
-0.854573268,0.578887591
0.181213448,-0.227580669
0.846901221,0.331282103
-1.070181949,0.066339644
0.942563862,-0.449355668
1.676296075,-0.183815048
0.643981266,1.002039098
0.167881745,1.026337165
-0.459518937,0.817398242
0.059145382,0.986747675
1.87954455,0.273359471
0.281327767,0.949317227
0.793097887,-0.622372552
0.778676565,0.598917022
-0.84451114,0.520269343
1.351317077,-0.535297547
-1.031796208,-0.00147626
1.651096259,-0.198561486
0.260749445,0.157888253
0.117721922,0.254479925
1.957537459,0.271546991
0.002357928,-0.035237784
-0.881046614,0.76275982
0.270211115,-0.364116935
0.700294446,-0.33408505
-0.422408702,0.743480395
0.333489532,-0.383255966
0.711652844,0.836279509
0.540970861,-0.480654124
1.073781608,-0.037887372
0.219094824,0.967430594
1.711634825,-0.022908981
-0.071989402,0.297450344
-0.278129164,1.011409941
1.634726183,0.054228268
1.74E-05,1.002130315
1.958220446,0.457610091
-1.049858031,0.351481669
0.593264541,-0.336912207
0.803781999,0.962666679
-0.370780564,0.881712713
-0.074547476,1.046854334
1.196280022,0.231254118
0.654191293,0.887608227
-0.381199432,0.969796849
0.348845911,-0.353399945
1.534413748,-0.391460478
1.992915719,0.114684042
0.846961135,0.609931014
1.74884094,0.289439376
0.333251098,1.119091335
1.851998693,0.222044625
0.188058154,0.123395326
1.509194394,-0.354593513
2.009973524,0.41422612
1.540859967,-0.33659403
1.184879351,-0.629809712
0.573233752,0.709699874
0.184381877,0.036076698
0.21276707,-0.087404106
0.395914865,-0.476466245
1.075288784,0.397050773
0.455363987,0.907774254
1.728504473,-0.315739681
0.87251576,0.255140631
1.212133404,-0.508805532
1.228764895,-0.601676561
0.971664625,0.465247816
-0.560937982,0.902944173
2.031665669,0.38337806
2.021135154,-0.004968233
0.43870403,-0.473036575
-0.084562666,0.452797149
0.01158764,1.069505885
-0.001613886,0.414447486
0.785424869,-0.563088637
0.201370202,-0.229214132
0.953505674,0.576646272
0.039260358,0.102561083
-0.435579226,1.049016684
1.846902382,-0.084885713
0.49055985,0.981256854
-1.047096823,0.114211045
0.108194555,-0.002452383
0.880474425,-0.466982229
1.582290702,-0.476694718
-0.085195655,0.995325789
0.568094663,0.740638953
-0.429291944,0.849425385
0.811516887,0.608451242
1.103296018,-0.545152169
0.638556343,0.706948283
0.625436841,-0.29126226
0.699157955,0.676127582
0.026238903,1.040219374
1.852762698,0.025634218
0.628464108,0.209757884
1.874538931,0.481271284
-0.087187547,1.111368832
-0.441559266,0.96219707
1.880678808,0.475424296
1.763684314,0.151466488
-0.019260087,0.219391125
-0.037085939,0.255237853
0.270145079,1.139223572
0.869835308,0.530260167
1.241464041,-0.345533276
0.865354828,0.122831615
-0.118535058,0.988041549
0.021368288,0.02588997
0.854148248,0.553846788
1.716584838,-0.263976359
-0.16537769,1.017392916
0.949047318,-0.45745084
1.272010227,-0.368573811
1.378086976,-0.23663481
-0.797860839,0.444623351
-0.484510922,0.902354344
1.573095921,-0.424858465
0.272441727,-0.244840939
2.037402678,0.15651191
-0.110067786,1.180423072
0.650106077,0.990287351
1.63973095,-0.137984474
0.062705731,0.50184309
0.285862667,0.794040783
1.647511166,0.08838713
0.906214134,-0.376178455
-0.748020835,0.554927643
-0.538582217,0.86290002
1.094728043,0.465753212
0.77314332,0.765005235
1.915510626,0.031608939
-0.653156691,0.769643514
0.816040865,0.268061277
-0.691380587,0.846999149
-0.754350811,0.570379023
-0.649327195,0.321285809
1.817433577,-0.202599817
1.887821611,-0.077295019
1.972158943,0.434172191
-0.937078265,0.700204276
1.640663857,-0.305264848
0.401355712,0.852802587
0.111028005,0.033154844
-0.651199944,0.717356307
0.601633445,0.743878691
0.123068958,-0.257110066
2.093034622,0.500307761
1.71694558,-0.407389034
0.718243732,0.749677294
0.695309508,0.948764975
0.239643413,0.088971368
1.454288478,-0.594373644
-0.652042692,0.807343679
0.605519712,-0.446298924
1.004167398,-0.400431037
-0.502902474,0.831777748
0.679959823,0.336614592
0.142845251,-0.144413962
0.04458254,-0.301555094
0.383531308,-0.232942644
1.653096111,-0.237230888
0.579514421,-0.282681087
0.834173829,0.727930928
0.36716364,-0.363665733
-0.027360828,0.313021405
-1.007804745,0.184791907
0.412089004,0.790630019
0.864237489,0.19901036
-0.594919867,0.892155288
-0.154006258,0.890623645
-0.143836643,1.032763846
1.883263401,0.135378087
-0.046256273,0.436290571
1.27404817,-0.606275349
1.117692677,0.045400026
0.240761652,-0.282020369
0.802130398,0.529031489
0.864123279,-0.695433139
-1.01614432,0.395772225
0.923787202,0.344100238
0.623846299,-0.559468017
1.012267445,0.161497959
0.505831748,-0.390211933
0.139571831,0.872350052
1.878619755,-0.208275072
0.784412267,-0.253143323
1.885745045,0.262606414
1.538536924,-0.544537362
0.16428212,-0.187709997
-1.139381126,0.213754374
-0.982189254,0.549587819
-0.250131779,0.875324989
-0.014427686,0.351491629
0.309335295,0.899834134
-0.801774425,0.68433616
1.105162235,-0.472156841
0.267005771,-0.146788096
0.488684884,-0.409880582
-0.03601805,1.085260638
0.600488766,0.746539948
2.097263707,0.472499624
1.841633203,0.232104873
-0.83622566,0.63110822
1.125378456,-0.329384392
-0.711129104,0.632331167
1.866562992,-0.087628344
-0.317833479,0.938164271
2.041552771,0.343442292
0.897884642,0.414770987
0.755758061,0.598493324
-0.665677371,0.811743018
0.635122156,0.706406053
0.5677724,0.97428307
0.614822533,-0.408982663
0.183672645,0.503404661
1.875678775,0.171035798
1.299164989,-0.462027711
-0.68598243,0.822631353
1.411209735,-0.127112358
-0.075354441,0.379830037
1.789685975,0.14911489
1.731817817,-0.266460086
0.309514146,1.118374431
0.409267412,-0.265132695
-0.231937207,1.008397236
-0.789508172,0.717546238
-0.094331726,1.031103702
-0.79939905,0.675861898
1.236068901,-0.563996488
-0.904824341,0.595761702
0.582455688,-0.31116036
-0.19721695,0.910136685
-0.371964434,0.809628844
1.32872075,-0.515932796
1.663824835,-0.154052541
0.771319537,0.36129883
0.044446305,0.886522778
1.493753415,-0.440078539
1.794615992,-0.313404548
0.810239029,0.273814971
-0.099823464,1.13225913
-0.71292815,0.483153777
1.618043823,-0.510608987
1.160129221,-0.613179751
0.345343976,-0.237398214
0.258883775,0.109974006
1.239494623,-0.570796555
1.039712039,0.203109525
-0.106322316,1.026961885
0.112455458,0.489273835
-0.517476018,1.000885807
1.69221203,-0.201287304
-1.01520837,0.376161234
0.144238761,-0.03906842
-0.318392095,0.935560282
-0.623234539,0.812376745
-0.852722307,0.198099048
0.880678081,0.034118675
-0.969906172,0.308274736
-0.422634972,0.84933284
1.214970823,-0.581211678
1.711882456,-0.251118922
0.062963026,0.066912694
0.335024655,-0.113223775
-0.123127425,0.837465474
-0.271104161,0.950187042
1.922109533,0.204319937
-0.156206466,1.051165134
1.937955932,-0.100546854
0.503921344,-0.322939403
0.827141787,-0.545088092
0.917469242,-0.195453507
0.002750067,0.349176493
-1.132587573,0.132440059
-0.49192748,0.91394718
0.787622441,-0.492018362
1.928647148,0.464128184
1.02897851,0.515384653
0.571747152,0.496635291
1.694440325,-0.228097007
0.677172773,0.69359904
0.247012159,-0.0614533
0.528345357,-0.5244901
0.231548072,1.032037518
-0.309822968,0.841334683
1.708446876,-0.098768102
0.078996642,0.287629998
1.096936734,0.360613466
0.783303557,0.539124146
1.056689505,0.130596879
1.712183681,-0.444623599
-0.950745328,0.243215893
-0.883971369,0.725678932
1.921003645,0.348911304
1.11796759,0.533534614
0.466491156,-0.405710056
-0.041926079,0.83797974
2.001857625,0.182958481
0.602226669,-0.584679821
0.108366379,0.820736198
0.152241938,-0.173011714
0.01782091,0.242279495
1.642433534,-0.437425717
0.078339449,0.252866126
1.818119248,0.05049793
0.129960812,0.877004171
-0.013651498,0.356625109
1.667839171,-0.173522505
0.233805099,-0.187046122
2.059469645,0.563589247
0.461634801,0.836365092
-0.192431841,0.846298856
1.4973095,-0.517522577
-0.053606195,0.997991507
-0.698160495,0.474050531
1.974812983,0.071845984
0.390247886,0.969915938
-0.677460058,0.627188502
-0.967409136,0.395371484
0.934876094,0.212089272
-0.78366201,0.588841394
1.79925496,-0.11623627
0.862454711,0.135783936
-1.093213057,0.171223514
0.227141582,1.01191987
1.238603003,-0.601067217
1.984723703,-0.012308576
0.450946864,0.804730795
-0.93949596,0.075317856
1.771329517,-0.194125063
-0.948804305,0.099609774
0.227143951,-0.106741544
1.953066057,0.229068654
-0.536094588,0.754827155
1.776833991,0.002786926
-0.080665757,0.108767792
0.901733735,0.437513683
0.36141466,0.14364354
0.809415516,0.687914952
0.170313163,-0.008557173
0.950354019,0.37791773
-0.662263869,0.526102991
1.776974795,-0.284961963
-0.02125074,0.900598875
0.291573179,0.858918756
0.814611955,0.515834055
1.024622947,-0.622719821
0.202782583,0.2088272
-0.977717355,0.215757355
0.80861485,-0.386143256
-0.855298267,0.831432782
-0.836627859,0.422094649
-0.1825769,0.434607689
0.355963633,-0.287240671
0.220322489,-0.083231877
-0.851219061,0.563567354
0.332582523,0.733152713
0.458318542,-0.332692841
0.778795414,0.39048941
0.740105302,0.720265017
0.40132866,-0.468519475
-0.822332993,0.237539684
1.131373007,-0.360087069
-0.279270102,0.900315394
-0.988818381,0.36613199
0.857937233,0.784095407
-0.811637401,0.633438965
1.993253949,0.483157667
-0.71937227,0.611757471
-0.650332398,0.834814216
1.295031227,-0.330020173
1.762462155,-0.236966202
1.714915854,-0.018807887
1.937757978,0.572955081
0.33871319,-0.140081212
1.871177446,-0.289829161
-0.948061239,0.075230121
1.702316888,0.037389072
0.443965015,0.908581479
0.832521488,-0.528266163
0.317044158,0.926170674
-0.636045916,0.743343311
1.168413404,-0.328341247
1.039644871,-0.32708922
2.017379248,0.403868633
-0.590994702,0.873442406
0.709378935,-0.449919141
-0.527358164,0.926738833
-0.778843305,0.487560875
-0.12750114,1.09806066
2.047150027,0.499544059
0.651790917,0.76289835
-0.264710626,0.889251049
1.667539861,-0.181355256
0.157976296,0.802747224
-0.481883904,0.878982669
1.354949844,-0.411509686
-1.069006836,0.229129368
0.52191801,-0.35265872
1.086831804,-0.459324598
-0.079195923,0.388907619
1.877437532,0.499942725
0.917431266,0.267933626
1.053472258,-0.653062961
-1.007327096,0.52028152
1.10861436,-0.532797043
0.367184479,-0.121572729
1.387597347,-0.358887383
1.95642574,0.078843456
1.958698356,0.053567112
-0.189883318,1.055388402
0.911976746,-0.495549631
0.781940826,0.078590776
1.789264951,-0.108449807
-1.036491372,-0.056543591
-0.201608617,1.015403128
0.024363995,0.239216186
0.013520856,0.18411819
1.768302131,-0.255565555
0.176593976,0.457629011
1.430940504,-0.587086524
1.797171138,-0.170057425
-0.622395916,0.823482974
0.761822794,0.472477962
0.494196113,-0.244607353
2.028359101,0.213767074
0.946450095,0.245124874
1.545963882,-0.234617377
1.073356076,-0.474723637
0.998117853,0.362742322
2.004526431,0.103628259
1.808533768,0.248568832
1.69070904,0.455390371
0.94759356,0.017741947
0.957339477,0.338883058
-0.996832479,0.388719144
0.48022545,-0.349225554
1.635070458,-0.214783353
0.986289961,0.142340411
-0.927536179,0.388018501
1.01829693,0.345780143
0.307930986,-0.278944929
-0.690866121,0.545274288
0.390078971,-0.198305424
1.046322599,-0.43545725
1.508680444,-0.433642154
0.885600038,-0.329334198
0.633141569,0.75220099
1.981069325,0.125060283
1.55918057,-0.333795558
1.783563541,-0.030157399
-0.812041412,0.42166909
1.796527371,0.076382588
-1.127525634,0.363155862
1.489088956,-0.455273522
0.190680075,-0.102371862
2.029656883,0.180359327
1.739373641,-0.09974741
-1.03689123,0.042497842
1.005787801,-0.410644014
0.043827189,0.064277086
0.120724537,-0.101497781
0.103870345,-0.076415323
-0.067245527,0.209438374
0.959511126,-0.390246611
-0.88406478,0.585164217
1.079544193,-0.292038228
1.754102565,-0.183529759
0.987507149,0.783388329
-0.201094645,0.969305118
-0.161956716,1.040916241
0.597430087,0.808959107
0.744084263,0.552830996
-1.059160308,0.488816771
0.333233791,-0.160733585
-0.943962746,0.509642443
0.217738658,-0.353091815
-0.231655845,0.960716454
-0.750161038,0.775500624
-0.226885159,0.909625889
1.030290926,-0.569002422
-0.633830697,0.85805013
0.115935477,0.235325734
0.722927073,0.586724363
1.840269241,0.002157057
-0.755370135,0.800051162
0.589106146,0.940855493
0.106665953,0.354119411
-0.918017833,0.228629887
0.350246392,0.763083118
1.163876872,-0.48461004
-0.30750179,1.127365499
0.723940353,0.700332171
-0.074504022,0.372071222
-0.028801952,1.170032853
0.221046496,0.009875744
0.824913143,-0.410617464
-0.946842685,0.279559015
0.526833029,0.79458107
0.022583791,0.20361379
-1.099016818,0.280173721
0.917503722,0.613635793
0.895417198,0.273171115
0.760215913,0.552619173
-0.006984938,0.408075885
1.373428873,-0.426064041
0.171021468,0.939559944
-0.027004076,1.016877509
-0.606990476,0.809052044
0.656139027,-0.425604784
0.212887577,0.865540807
-0.477024645,0.92584558
0.303719222,0.890591224
-0.840514976,0.517505715
0.571506075,0.857557352
0.606705629,-0.444166218
-0.843146592,0.601556963
-0.914542364,0.220354719
1.35025867,-0.466957261
-0.62746526,0.759894084
-0.622136657,0.704980752
0.634962613,-0.398978551
-0.830638822,0.003324507
2.037721336,0.49555258
1.117981985,-0.46187668
0.147564583,0.999088438
0.499319971,0.79879614
2.036655979,0.016013237
0.309880852,0.981515314
0.795005556,0.191043802
0.938284662,-0.450608924
1.933261682,-0.161841785
0.855312007,0.176315742
0.684541544,0.522132381
1.485917368,-0.441378853
0.167894105,-0.044575568
1.971684835,0.125339231
1.745594116,-0.301203076
-0.311562105,0.95042833
-1.008772079,0.433843434
0.240083327,0.880176053
2.041458102,0.363701724
0.622769901,0.595278056
0.448047187,-0.279907209
0.034403879,0.068625111
-0.75869672,0.68629884
0.284267256,-0.40736697
0.65399988,-0.37973035
1.888491381,0.022339848
1.480859507,-0.190253754
